Movie,Aggregate-Rating
Illicit,5.9
In Dubious Battle,4.3
In a Heartbeat,6.7
Incarnate,6.3
Inconceivable,6.9
Independence Day: Resurgence,6.1
Indian Horse,6.5
Indignation,5.2
Indiscretion,6.9
Inferno,6.4
Infinity Chamber,7.2
Ingrid Goes West,6.6
Instant Death,4.2
Interrogation,6.4
Intruder,6.0
It,7.3
It Came from the Desert,6.2
It Comes at Night,5.9
It Stains the Sands Red,6.8
Izzy Gets the F*ck Across Town,6.0
Jack Reacher: Never Go Back,7.2
Jackals,6.4
Jackie,6.9
Jane,6.5
Jason Bourne,6.3
Jawbone,7.3
Jeepers Creepers 3,6.0
Jerry Before Seinfeld,6.0
Jigsaw,6.2
Jim Gaffigan: Cinco,6.0
Jim Norton: Mouthful of Shame,4.1
Jimmy Vestvood: Amerikan Hero,8.4
Joe Cocker - Mad Dog with Soul,4.0
John Wick: Chapter 2,6.5
Johnny Frank Garrett's Last Word,6.2
Journeyman,7.2
Judd Apatow: The Return,7.4
Jumanji: Welcome to the Jungle,8.4
Jungle,6.8
Just Charlie,7.0
Justice League,7.8
K-Shop,6.0
Katie Says Goodbye,6.1
Keanu,7.0
Keep Watching,8.2
Keeping Up with the Joneses,6.3
Kenny,6.9
Kidnap,6.3
Kidnap Capital,6.3
Kids in Love,8.7
Kill 'em All,3.7
Kill Command,6.1
Kill Switch,3.5
Kim Dotcom: Caught in the Web,4.4
King Arthur and the Knights of the Round Table,6.4
King Arthur: Excalibur Rising,5.8
Kings,6.6
Kiss and Cry,8.3
Knucklebones,6.1
Kodachrome,7.1
Kong: Skull Island,7.0
Krystal,6.7
Kubo and the Two Strings,7.4
Kung Fu Panda 3,6.7
La La Land,7.1
Lady Bird,6.7
Lady Bloodfight,6.9
Lake Eerie,4.4
Land Shark,5.2
Landline,6.6
Larceny,6.3
Last Flag Flying,7.1
Last Rampage,5.0
Lean on Pete,6.6
Leatherface,6.0
Lemon,7.1
Let There Be Light,8.2
Level Up,6.6
Liberated: The New Sexual Revolution,7.0
Like Me,7.6
Like.Share.Follow.,7.3
Little Pink House,6.6
Live Cargo,6.5
Logan,6.9
Logan Lucky,8.2
London Has Fallen,6.1
London Town,6.7
Lost & Found,5.4
Lost in London,5.3
Love & Friendship,9.5
Love After Love,9.6
Love Beats Rhymes,8.7
Love Blossoms,8.9
Love at First Glance,8.9
Lovesong,6.5
Loving Vincent,8.9
Lowlife,5.6
Lucky,8.2
M.F.A.,6.1
Mad to Be Normal,5.1
Madame,6.9
Mahana,6.8
Mammal,6.4
Manhattan Night,6.1
Marauders,6.7
Marjorie Prime,6.9
Mark Felt: The Man Who Brought Down the White House,6.5
Marrowbone,6.7
Marshall,6.3
Mary Goes Round,6.2
Masterminds,6.8
Max 2: White House Hero,8.6
Max Steel,6.4
Maximum Ride,6.5
Mayhem,6.1
Maze,6.1
Me Before You,6.6
Meditation Park,7.8
Megan Leavey,6.9
Mercury Plains,6.3
Message from the King,6.7
Michael Inside,6.7
Midnight Special,8.1
Midnighters,6.3
Mike and Dave Need Wedding Dates,6.9
Miracles from Heaven,8.5
Miss Peregrine's Home for Peculiar Children,7.2
Miss Sloane,6.3
Miss Stevens,6.5
Mob Handed,7.1
Mohawk,6.8
Molly's Game,6.9
Mom and Dad,6.3
Money Monster,6.1
Monster Family,5.8
Monster Trucks,6.7
Morgan,7.7
Most Beautiful Island,8.4
Mothers and Daughters,6.8
Mountain,6.9
Mr. Church,7.6
Mr. Roosevelt,7.0
Murder on the Orient Express,4.0
Mustang Island,7.6
My Cousin Rachel,6.4
My Days of Mercy,7.9
"My Father, Die",4.2
My First Highway,7.3
My Friend Dahmer,7.9
My Generation,7.2
My Little Pony: The Movie,7.1
My Name Is Lenny,6.6
Naked,5.9
Negative Space,5.3
Neighbors 2: Sorority Rising,6.5
Never Leave Me,6.3
New Life,6.7
Newness,6.9
Newsies,6.9
Night of Something Strange,6.2
Nightworld,6.2
Nine Lives,6.9
Nocturnal Animals,6.7
Non-Transferable,8.0
Norm of the North,5.8
November Criminals,4.7
Novitiate,7.0
Oceans Rising,6.0
Off-Piste,6.4
Office Christmas Party,8.1
Officer Downe,6.2
Oklahoma City,6.1
On Chesil Beach,7.0
Once Upon a Time in Venice,6.4
One Percent More Humid,6.0
Opening Night,6.6
Operation Avalanche,5.7
Ordinary World,7.1
Other People,6.7
OtherLife,6.6
Ouija: Origin of Evil,4.2
Our Kind of Traitor,8.0
Our Souls at Night,6.8
Outside In,7.0
Overdrive,6.4
Oxidan,6.0
Paddington 2,7.2
Painted Woman,6.6
Pandemic,6.3
Paris Can Wait,6.9
Party Bus To Hell,4.9
Patriots Day,6.6
Patti Cake$,6.8
Patton Oswalt: Annihilation,6.0
Pearl Jam : Let's Play Two,8.0
Pecking Order,6.8
Pee-wee's Big Holiday,8.3
Peelers,5.5
Permanent,7.0
Permission,6.6
Person to Person,7.5
Pete's Dragon,6.8
Phantom Thread,7.1
Phoenix Forgotten,5.4
Pilgrimage,6.9
Pin Cushion,5.8
Pirates of the Caribbean: Dead Men Tell No Tales,3.9
Popstar: Never Stop Never Stopping,5.2
Population Zero,6.4
Pork Pie,7.2
Porto,6.9
Pottersville,7.2
Power Rangers,6.6
Precious Cargo,8.5
Princess Cyd,7.9
Professor Marston and the Wonder Women,7.4
Punching Henry,7.5
Queen of Katwe,7.4
Radius,6.5
Rakka,6.4
Ratchet & Clank,6.7
Realms,6.2
Rebel in the Rye,6.5
Red Billabong,6.9
Rememory,7.1
Renegades,7.1
Resident Evil: The Final Chapter,3.8
Retake,6.6
Revolt,6.3
Ride Along 2,7.2
Rings,6.7
Rip Tide,7.6
Ripped,6.3
Rise,6.6
Rise of the Footsoldier 3,6.0
Risen,7.2
Rock Dog,8.1
Rodney King,7.1
Rough Night,6.7
Roxanne Roxanne,6.8
Ruin Me,4.6
Rules Don't Apply,6.4
Rumble: The Indians Who Rocked the World,6.8
Rupture,5.6
S.M.A.R.T. Chase,6.6
S.W.A.T.: Under Siege,6.3
SPF-18,6.4
Sacrifice,6.7
Salt,6.5
Salt and Fire,6.0
Salvation,7.3
Same Kind of Different as Me,8.4
Sand Castle,6.3
Sandy Wexler,7.1
Saturday Church,7.1
Sausage Party,7.5
Savage Dog,4.7
Say You Will,7.4
Scare Campaign,4.3
Science Fiction Volume One: The Osiris Child,6.1
Score: A Film Music Documentary,6.9
Security,7.3
Sequence Break,6.2
Sharing Christmas,8.3
Shepherds and Butchers,6.6
Shimmer Lake,6.4
Showdown in Manila,6.7
Shut In,6.1
Singularity,6.3
Skiptrace,6.5
Skybound,5.8
Sleepless,7.2
Sleepwalker,6.6
Sleight,6.7
Slumber,6.8
Small Town Crime,5.8
Snatched,6.7
Sniper: Ultimate Kill,4.5
Snow Steam Iron,4.4
Snowden,6.7
Sold,6.5
Sollers Point,6.4
Something Like Summer,8.1
Somnus,6.1
Song to Song,7.2
Sophie and the Rising Sun,7.2
Southside with You,7.2
Spaceman,6.7
Special Correspondents,8.3
Spectral,6.5
Speech & Debate,7.2
Spider-Man: Homecoming,7.2
Star Trek Beyond,6.8
Star Wars: The Last Jedi,4.3
Starfish,6.4
Starship Troopers: Traitor of Mars,6.2
Still/Born,7.4
Stoner Express,6.6
Storks,6.8
Stratton,6.2
Submergence,6.6
Suburbicon,6.0
Sully,6.9
Summer of 8,7.4
Sun Dogs,6.8
Sunday Morning,7.5
Swamp Ape,7.5
Sweet Country,8.6
Sweet Virginia,7.9
Sylvio,7.4
T.J. Miller: Meticulously Ridiculous,4.6
Table 19,7.2
Take Down,6.0
Take Every Wave: The Life of Laird Hamilton,5.6
Tallulah,7.0
Teenage Cocktail,7.0
Teenage Mutant Ninja Turtles: Out of the Shadows,6.2
Temple,6.3
Temps,6.8
Term Life,6.5
Terrifier,6.1
That Good Night,7.8
The 5th Wave,6.1
The 6th Friend,8.0
The Accountant,7.1
The American Side,6.5
The Angry Birds Movie,5.1
The Archer,6.8
The Architect,6.7
The Asian Connection,6.1
The Autopsy of Jane Doe,5.7
The Axe Murders of Villisca,3.6
The Babysitter,5.8
The Bachelors,7.3
The Bad Batch,3.8
The Ballad of Lefty Brown,7.2
The Barn,7.1
The Beatles: Eight Days a Week - The Touring Years,7.2
The Big Sick,5.8
The Birth of a Nation,6.0
The Bookshop,7.1
The Boss,6.1
The Bounce Back,7.2
The Boy,6.6
The Call Up,5.7
The Carer,6.7
The Case for Christ,7.8
The Charnel House,6.4
The Child Remains,6.6
The Children Act,7.0
The Choice,7.0
The Circle,6.5
The Clapper,6.6
The Comedian,7.6
The Concessionaires Must Die!,9.2
The Confirmation,6.4
The Conjuring 2,5.3
The Creature Below,6.2
The Crucifixion,6.8
The Cured,5.7
The Current War,4.6
The Curse of Sleeping Beauty,6.1
The Dark Tower,6.5
The Darkness,5.1
The Death and Life of Marsha P. Johnson,4.3
The Death of Stalin,4.8
The Deminer,6.0
The Devil Within,4.2
The Devil and Father Amorth,5.7
The Devil's Toy Box,3.4
The Dinner,6.7
The Disappointments Room,4.8
The Disaster Artist,5.0
The Discovery,6.7
The Distant Barking of Dogs,8.0
The Dollmaker,6.3
The Duel,6.8
The Dust Storm,7.0
The Edge of Seventeen,6.8
The Elf,6.9
The Emoji Movie,6.0
The Escape,7.1
The Evil Within,3.9
The Farthest,6.7
The Female Brain,7.3
The Finest Hours,7.6
The Florida Project,6.9
The Force,5.7
The Foreigner,6.6
The Forest,5.8
The Forgiven,6.5
The Founder,6.9
The Fundamentals of Caring,8.3
The Girl with All the Gifts,8.1
The Glass Castle,7.2
The God Inside My Ear,7.0
The Good Neighbor,7.7
The Gracefield Incident,6.0
The Greasy Strangler,5.9
The Great Wall,8.3
The Greatest Showman,8.9
The Hatred,3.7
The Hatton Garden Job,5.9
The Healer,7.1
The Heretics,5.8
The Hippopotamus,7.0
The History of Love,9.0
The Hitman's Bodyguard,6.6
The Hollow,6.4
The Hollow Point,6.6
The House,5.9
The House of Tomorrow,6.5
The Humanity Bureau,6.3
The Ice Cream Truck,6.3
The Institute,7.0
The Intent,5.8
The Jungle Book,6.9
The King,6.6
The Land of the Enlightened,8.6
The Last Face,6.2
The Last Movie Star,7.7
The Legend of Tarzan,7.5
The Lego Batman Movie,6.6
The Lego Ninjago Movie,6.4
The Leisure Seeker,6.8
The Lennon Report,5.6
The Light Between Oceans,6.9
The Little Hours,6.9
The Lodgers,5.4
The Love Witch,7.9
The Lovers,7.9
The Magnificent Seven,8.8
The Man from Earth: Holocene,6.5
The Man with the Iron Heart,6.8
The Mars Generation,7.3
The Masked Saint,7.4
The Matchbreaker,6.7
The Mercy,7.5
The Monster,6.4
The Most Hated Woman in America,6.2
The Mountain Between Us,7.4
The Mummy,6.7
The Neighbor,6.8
The Neon Demon,6.5
The Nice Guys,7.5
The Night Watchmen,5.9
The Nut Job 2: Nutty by Nature,6.3
The Offering,6.6
The Only Living Boy in New York,7.1
The Other Half,6.9
The Outcasts,7.1
The Party,7.9
The Perfect Weapon,7.3
The Phenom,6.4
The Post,6.8
The Purge: Election Year,5.9
The Rack Pack,7.3
The Raking,6.6
The Recall,6.6
The Remains,7.7
The Rider,6.9
The Rift,6.2
The Secret Kiss,8.3
The Secret Scripture,7.1
The Sense of an Ending,6.6
The Shadow People,5.4
The Shonku Diaries: A Unicorn Adventure,7.3
The Show,6.6
The Siege of Jadotville,7.0
The Silent Child,7.8
The Snowman,6.7
The Square,6.9
The Star,6.5
The Suicide Note,3.2
The Super,8.2
The Tell-Tale Heart,6.4
The Ticket,7.3
The Tiger Hunter,7.4
The Tribes of Palos Verdes,6.6
The Uncomfortable Truth,6.3
The Upside,6.5
The Vanishing of Sidney Hall,7.2
The Vault,6.8
The Veil,7.0
The Vessel,6.6
The Void,6.2
The Wall,6.1
The Wedding Party 2: Destination Dubai,8.0
The White King,7.4
The Wife,6.6
The Windmill Massacre,5.9
The Woods,5.9
The Year of Spectacular Men,6.7
The Yellow Birds,5.2
The Zookeeper's Wife,6.7
Their Finest,7.0
They,6.4
They're Watching,6.6
This Beautiful Fantastic,9.6
Thomas & Friends: Journey Beyond Sodor,8.9
Thor: Ragnarok,5.9
Three Summers,7.6
Till We Meet Again,6.9
Tilt,6.2
Time Rush,6.5
Time Trap,5.7
Tom Clancy’s Ghost Recon Wildlands: War Within The Cartel,3.3
Top Knot Detective,6.0
Totem,7.6
Tragedy Girls,4.6
Transformers: The Last Knight,5.7
Trespass Against Us,6.5
Triple 9,6.3
Trolls,6.4
True Memoirs of an International Assassin,8.2
Tulip Fever,6.8
Two Lovers and a Bear,7.7
USS Indianapolis: Men of Courage,7.8
Unacknowledged,6.8
Unforgettable,7.5
Unicorn Store,7.3
Unrest,6.2
Urge,5.8
Us and Them,6.3
Valerian and the City of a Thousand Planets,6.8
Valley of Bones,6.5
Vengeance: A Love Story,7.8
Viceroy's House,6.4
Victoria & Abdul,7.2
Vigilante Diaries,6.0
Viral,6.3
Voice from the Stone,6.6
Voyage of Time: Life's Journey,6.0
WHAT DID JACK DO?,6.3
WWE WrestleMania 32,6.0
Walking Out,6.7
War Dogs,4.3
War for the Planet of the Apes,4.5
Warcraft,6.8
We Go On,6.2
We Still Steal the Old Way,7.1
Werewolves of the Third Reich,6.4
West of Eden,7.5
West of Sunshine,8.3
What Happened to Monday,6.3
What Lies Upstream,6.4
What We Started,6.7
Wheeler,6.9
Where Is Kyra?,6.8
White Girl,6.3
Who We Are Now,7.0
Why Him?,6.4
Wiener-Dog,6.4
Wild Oats,7.2
Wildflower,7.2
Wilson,6.5
Win It All,8.8
Wind River,6.8
Window Horses: The Poetic Persian Epiphany of Rosie Ming,6.0
Wish Upon,8.0
Wolf Mother,7.5
Wolves,6.6
Woman Walks Ahead,6.9
Wonder,6.4
Wonder Woman,5.8
Wonderstruck,7.5
Woody Woodpecker,6.7
Worry Dolls,5.4
X-Men: Apocalypse,6.6
XX,6.1
Yoga Hosers,6.8
You Were Never Really Here,6.8
Your Move,7.1
Zoo,6.3
Zoolander 2,6.4
Zootopia,6.8
iBoy,7.0
xXx: Return of Xander Cage,6.4
#Roxy,6.9
#SquadGoals,6.9
1 Buck,6.9
10 Minutes Gone,5.8
10 x 10,6.8
12 Strong,8.0
14 Cameras,5.3
1985,6.8
2036 Origin Unknown,6.4
21 Bridges,6.7
211,6.0
22 July,5.5
3022,6.1
306 Hollywood,6.8
47 Meters Down,6.4
6 Balloons,6.1
6 Days,7.5
7 Days in Entebbe,6.6
A Bluebird in My Heart,6.2
A Boy Called Sailboat,7.6
A Christmas Carol,7.3
A Christmas Prince: The Royal Wedding,7.3
A Dangerous Date,3.6
A Few Less Men,6.9
A Futile and Stupid Gesture,4.5
A Kid Like Jake,8.9
A Million Little Pieces,6.3
A Private War,4.5
A Quiet Place,5.9
A Reckoning,6.6
A Simple Favor,8.4
A Star Is Born,6.9
A Vigilante,6.4
A Violent Separation,4.7
A Wrinkle in Time,6.9
A-X-L,6.6
A.M.I.,8.7
Accident Man,5.0
Acrimony,5.7
Action Point,7.0
Active Measures,7.6
Acts of Violence,4.2
Ad Astra,6.5
Adam Sandler: 100% Fresh,7.1
Adrift,6.7
After Everything,7.6
Aftermath,6.3
Air Strike,5.8
Alex & the List,6.8
Alex Strangelove,6.9
Ali's Wedding,7.3
Alien Siege,6.3
Alien Warfare,4.6
All About Nina,7.7
All Is True,7.5
All Nighter,6.5
All Saints,7.4
All the Devil's Men,4.6
Alpha,6.7
Altitude,6.2
Always at The Carlyle,7.4
Amanda & Jack Go Glamping,5.6
Amateur,6.1
American Animals,7.0
American Dreamer,7.6
American Hangman,6.8
American Kamasutra,5.5
American Woman,7.0
An Acceptable Loss,6.5
An Evening with Beverly Luff Linn,6.6
An Interview with God,7.9
Andover,6.6
Animal Behaviour,4.2
Annihilation,7.0
Anon,6.6
Another WolfCop,6.8
Ant-Man and the Wasp,6.7
Anthem of a Teenage Prophet,6.4
Antiquities,6.7
Antrum,5.1
Apostasy,7.2
Apostle,6.1
Aquaman,6.4
Arctic,6.8
Arizona,6.8
Armed Response,6.3
Arsenal,6.5
Asher,7.1
Ashes in the Snow,6.7
Assassination Nation,4.6
At Eternity's Gate,6.8
At First Light,6.0
Atomic Blonde,6.6
Atomica,6.2
Auntie Edna,8.5
Avengement,6.4
Avengers: Infinity War,4.8
Await Further Instructions,6.0
Baby Driver,6.9
Back Roads,7.1
Backstabbing for Beginners,6.5
Backtrace,6.4
Bad Samaritan,4.3
Bad Times at the El Royale,5.2
Banana Split,7.1
Bao,7.0
Batman: Gotham by Gaslight,6.5
Batman: Hush,6.2
Battle Drone,4.9
Battle of the Sexes,5.8
Bayou Caviar,6.4
Beast of Burden,4.3
Beautiful Boy,8.2
Beauty and the Beast,8.8
Becoming Cary Grant,9.1
Beirut,6.5
Bel Canto,6.7
Bellbird,7.5
Ben Is Back,6.8
Benjamin,6.8
Benji,6.7
Bent,6.4
Bert Kreischer: Secret Time,6.0
Bethany,7.1
Better Off Zed,7.9
Between Two Ferns: The Movie,6.7
Between Worlds,6.6
Beyond White Space,6.1
Bigger,6.9
Billionaire Boys Club,6.8
Bird Box,6.4
Birthmarked,7.4
Bisbee '17,7.2
BlacKkKlansman,6.7
Black Mirror: Bandersnatch,6.7
Black Panther,6.9
Black Water,6.0
Blackbird,6.5
Blackhearts,7.4
Blaze,6.5
Bleed Out,6.0
Blindspotting,7.1
Bliss,8.2
Blockers,7.1
Blood Brother,6.4
Blood Fest,6.1
Blood Hunt,7.0
Bloodline,6.1
Blue Story,6.6
Blush,6.2
Boarding School,6.8
Bob Lazar: Area 51 and Flying Saucers,6.7
Bobby Robson: More Than a Manager,6.1
Bohemian Rhapsody,7.1
Book Club,7.2
Book of Monsters,6.0
Booksmart,7.1
Borley Rectory,5.7
Boy Erased,6.4
Braid,6.4
Braven,7.0
Breaking & Exiting,6.6
Breaking Brooklyn,5.2
Breaking In,6.6
Breathe,7.0
Brian Banks,6.2
Bright,7.9
Brothers' Nest,6.8
Buffalo Boys,6.6
Buffaloed,6.7
Burden,6.2
Bushwick,6.0
Calibre,6.7
Call Me King,6.7
Call Me by Your Name,7.0
Cam,6.4
Camp Cold Brook,6.7
Camp Cool Kids,7.3
Can You Ever Forgive Me?,8.1
Can You Keep a Secret?,6.9
Captain Morten and the Spider Queen,6.8
Cardinals,6.6
Charlie Says,6.2
Check Point,7.1
Chief Daddy,5.8
Child's Play,5.3
Chris Rock: Tamborine,6.5
Christmas Inheritance,7.3
Chuck Steel: Night of the Trampires,5.1
Churchill,6.6
Circus of Books,7.4
City of Lies,6.3
Clara,6.9
Clinical,5.7
Cold Blood,7.1
Colette,6.9
Come Sunday,6.5
Come to Daddy,6.3
Con Man,7.3
Constantine: City of Demons - The Movie,6.5
Corbin Nash,6.8
Crash Pad,5.5
Crazy Rich Asians,8.1
Creed II,7.0
Cucuy: The Boogeyman,6.3
Curse of the Witch's Doll,4.4
Curvature,6.3
Cute Little Buggers,7.9
Cycles,7.0
D.L. Hughley: Contrarian,7.4
Damsel,6.2
Daniel Isn't Real,6.7
Darc,6.5
Dark Light,6.2
Dark River,5.7
Dark Waters,6.0
Darkest Hour,5.4
Dead Night,3.6
Dead in a Week (Or Your Money Back),4.4
DeadTectives,5.1
Deadpool 2,6.9
Death Kiss,5.8
Death Wish,5.5
Death of a Nation,4.5
Deep Blue Sea 2,5.9
Deep Murder,3.4
Delirium,6.2
Demetri Martin: The Overthinker,6.0
Demon House,6.1
Den of Thieves,4.8
Desolation,6.3
Destination Wedding,7.1
Destroyer,4.9
Detainment,4.8
Diane,7.5
Dirt,5.5
Dirty Computer,4.8
Dirty Work,5.0
Dismissed,6.3
Distorted,5.3
Do You Trust this Computer?,8.6
Doctor Who: Shada,6.0
Dog Days,7.0
Dominion,6.4
Don't Go,7.1
Don't Let Go,6.4
Don't Talk to Irene,8.6
Donnybrook,5.8
Don’t Leave Home,6.0
Down a Dark Hall,6.2
Dragged Across Concrete,5.3
Dragonheart: Battle for the Heartfire,6.0
Driven,6.8
Driveways,7.9
Duck Butter,6.6
Duck Duck Goose,7.0
Dude,6.7
Dumplin',7.2
Dunkirk,6.6
EGG,6.4
Early Man,6.5
Eaten by Lions,8.2
Echo in the Canyon,7.6
Echoes of Fear,9.7
Eighth Grade,6.8
El Camino: A Breaking Bad Movie,6.0
El Chicano,7.4
Elizabeth Harvest,6.5
Ellen DeGeneres: Relatable,6.0
Encounter,6.6
End Trip,6.7
End of Sentence,7.3
Escape Plan 2: Hades,7.3
Euphoria,8.9
Evening Shadows,7.6
Every Day,6.4
Everybody Loves Somebody,8.8
Evil Bong 777,3.3
ExPatriot,7.3
Extinction,6.4
Extortion,5.9
Extracurricular,6.5
F*&% the Prom,6.7
Fahrenheit 11/9,6.0
Fahrenheit 451,6.0
Family,7.4
Family Blood,6.8
Fantastic Beasts: The Crimes of Grindelwald,8.2
Fast & Furious Presents: Hobbs & Shaw,4.1
Fast Color,6.7
Fatal Getaway,3.6
Father of the Year,7.0
Fifty Shades Freed,8.3
Film Stars Don't Die in Liverpool,5.1
Final Score,7.1
Finding Your Feet,7.4
First Cow,7.0
First Man,6.4
First Match,6.8
Fisherman’s Friends,8.9
Flight 666,5.6
Float,6.9
Followed,7.0
Forever My Girl,7.0
Foxtrot Six,6.5
Frat Star,6.3
Freaks,5.0
Freehold,7.5
Freshman Year,6.7
Fright Fest,4.5
Funhouse,6.1
Furlough,7.2
Future World,6.4
Gags the Clown,5.5
Galveston,6.9
Game Night,7.2
General Magic,7.3
Generation Wealth,8.0
Genesis,6.0
Get Out,6.5
Get the Girl,6.3
Ghostland,5.8
Giant Little Ones,6.8
Girl on the Third Floor,5.9
Girlfriend's Day,7.2
Glass,6.5
Gloria Bell,7.4
God's Not Dead: A Light in Darkness,5.7
Golden Exits,6.9
Gone Are the Days,6.6
Good Boys,8.1
Goon: Last of the Enforcers,6.6
Goosebumps 2: Haunted Halloween,6.3
Gosnell: The Trial of America's Biggest Serial Killer,3.9
Greed,5.2
Green Book,7.1
Greg Davies: You Magnificent Beast,9.0
Greta,6.8
Gringo,6.6
Guardians of the Galaxy Vol. 2,6.6
Guava Island,6.6
Gun Shy,4.4
Guns Akimbo,5.5
Gwen,6.7
H Is for Happiness,9.4
Half Magic,7.2
Halloween,6.2
Hannah Gadsby: Nanette,8.5
Happy Anniversary,8.7
Harmony,8.1
Havana Darkness,6.0
He's Out There,7.3
Head Count,6.2
Head Full of Honey,7.6
Heartland,7.3
Hearts Beat Loud,7.8
Heartthrob,6.8
Hell Fest,3.8
Hell House LLC II: The Abaddon Hotel,3.1
Hellboy,6.4
Henchmen,6.3
Her Smell,6.9
Here and Now,6.7
Hereditary,6.1
Hex,6.8
Hide in the Light,5.5
High Life,5.8
Higher Power,6.5
Hold the Dark,6.3
Hollow Point,6.9
Holmes & Watson,6.1
Home Again,7.1
Hot Air,6.6
Hotel Artemis,6.7
Hotel Mumbai,5.7
Hotel Transylvania 3: Summer Vacation,8.6
House Shark,6.3
How It Ends,6.6
How to Talk to Girls at Parties,8.2
How to Train Your Dragon: The Hidden World,6.3
Howard,6.4
Human Capital,5.8
Hunter Killer,4.2
I Am Paul Walker,5.9
I Am Woman,7.1
I Can Only Imagine,7.1
I Don't Feel at Home in This World Anymore,7.7
I Feel Pretty,8.8
I Kill Giants,4.5
I Love My Mum,8.5
I Still See You,7.7
I Think We're Alone Now,6.5
I Trapped the Devil,3.2
I'll Take Your Dead,6.2
Ibiza,7.0
Ideal Home,8.4
If Beale Street Could Talk,6.9
Imitation Girl,6.4
In Darkness,5.4
In Search of Darkness,4.9
In Search of the Last Action Heroes,8.9
In a Relationship,7.2
Incoming,6.8
Incredibles 2,6.9
Insidious: The Last Key,5.8
Instant Family,7.1
Into the Ashes,5.8
Intrigo: Death of an Author,4.2
Iron Sky: The Coming Race,7.1
Irreplaceable You,6.2
Isabelle,7.1
Isle of Dogs,7.0
Isn't It Romantic,8.3
J.T. LeRoy,7.7
Jack of all Trades,6.9
Jacob's Ladder,6.2
Jasper Jones,6.9
Jexi,6.8
Jim Gaffigan: Noble Ape,8.1
Jim Jefferies: This Is Me Now,6.0
Jirga,6.0
Joe Rogan: Strange Times,6.7
John Mulaney: Kid Gorgeous at Radio City,9.0
Johnny English Strikes Again,6.2
Jojo Rabbit,6.7
Jonathan,7.7
Journey's End,6.2
Jungleland,6.8
Jurassic World: Fallen Kingdom,6.5
Just Getting Started,6.5
Justice League vs. the Fatal Five,6.8
Kaiser: The Greatest Footballer Never to Play Football,9.1
Kickboxer: Retaliation,6.5
Killer Under The Bed,4.4
Killing Gunther,4.6
Killing Hasselhoff,3.8
Kin,6.9
King of Boys,7.0
Kingsman: The Golden Circle,6.6
Knives Out,7.0
Knock Down the House,7.9
Knuckleball,6.5
Kursk,6.2
Ladies in Black,7.1
Lake Placid: Legacy,6.3
Last Breath,6.7
Last and First Men,6.1
Leave No Trace,7.0
Level 16,6.0
Life Itself,6.4
Life of the Party,8.3
Lifechanger,5.8
Like Father,7.4
Lionheart,6.5
Little Evil,4.2
Little Italy,6.7
Little Joe,6.7
Little Miss Sumo,5.7
Little Women,6.9
Little Woods,7.0
Livescream,7.1
Lizzie,6.7
London Fields,5.4
Long Lost,5.5
Long Shot,5.9
Look Away,6.6
Looking Glass,7.1
Lords of Chaos,4.4
Lost Child,6.0
Lost in Florence,6.0
Love Possibly,8.9
Mad Genius,5.2
Madeline's Madeline,6.6
Mail Order Monster,6.2
Malevolent,6.1
Malibu Rescue,8.5
Malicious,6.0
Mamma Mia! Here We Go Again,6.2
Mandy,6.6
Mapplethorpe,6.9
Mara,6.1
Marianne & Leonard: Words of Love,8.6
Marlon Wayans: Woke-ish,7.4
Mary Magdalene,7.1
Mary Poppins Returns,6.4
Mary Queen of Scots,6.7
Mary Shelley,7.0
Matriarch,5.3
Maze Runner: The Death Cure,4.5
McLaren,6.5
McQueen,7.3
Meeting Gorbachev,6.5
Memory: The Origins of Alien,6.4
Men in Black: International,6.6
Mercy Black,6.7
Michelle Wolf: Nice Lady,7.7
Midnight Sun,6.4
Midsommar,5.9
Mile 22,6.4
Military Wives,7.5
Mission: Impossible - Fallout,6.7
Modern Life Is Rubbish,6.6
Monster,6.2
Monster Party,7.2
Monsters and Men,5.8
Mortal Engines,6.7
Mowgli: Legend of the Jungle,6.6
Mr. Jones,6.1
Mudbound,6.1
Murder Mystery,4.2
Mute,6.6
My Killer Client,5.1
My Life Story,7.5
My Name Is Sara,7.6
Más sabe el Diablo por Viejo,6.0
Nae Pasaran,5.9
Nails,6.7
Nancy,6.7
Nappily Ever After,7.2
Narco Valley,6.0
National Theatre Live: Julius Caesar,6.0
Nazi Overlord,5.2
Nekrotronic,6.4
Never Goin' Back,7.0
Never Grow Old,6.5
Never Heard,7.0
Next Gen,7.0
Nigerian Prince,5.8
Night Comes On,6.7
Night Hunter,6.3
Night School,7.7
Night Shift,7.1
Nightmare Cinema,6.8
No Place Like Home,7.4
Nobody's Fool,6.1
Not Cinderella's Type,7.2
Occupation,6.3
Ode to Joy,8.8
Off the Menu,6.9
Office Uprising,6.5
Okja,6.4
On the Basis of Sex,7.3
One Last Thing,7.2
Only Mine,6.8
Only You,6.9
Only the Brave,7.9
Open 24 Hours,5.9
Operation Finale,6.5
Ophelia,7.7
Other Side of the Box,6.0
Our House,6.5
Out of Blue,6.7
Outlaw King,6.6
Overboard,7.2
Overlord,6.4
Pacific Rim: Uprising,6.8
Palm Beach,7.4
Paper Year,7.0
Papillon,6.4
Parallel,6.2
Patient Zero,6.1
Patrick,6.8
Pavarotti,7.4
Peppermint,6.6
Perfect Skin,8.3
Pete Holmes: Dirty Clean,7.3
Peter Rabbit,7.3
Peterloo,6.4
Pick of the Litter,7.0
Pickings,6.8
Pimp,5.4
